Weight,Height,Age,Gender,Activity level,BMI_Category,Weight_kg,BMI,BMI_Detailed,Weight_Category,Activity_Score,Calories
63.0,5.1,34.0,Female,Lightly Active,Overweight,63.0,26.071755334591025,Overweight,Normal,2.0,1747.01
66.0,4.75,26.0,Female,Sedentary,Obese,66.0,31.486674238353096,Obese,Heavy,1.0,1528.65
70.0,5.2,43.0,Female,Moderately Active,Overweight,70.0,27.865152705979305,Overweight,Heavy,3.0,2037.63
63.45,5.1,31.0,Female,Sedentary,Overweight,63.45,26.257982158409533,Overweight,Normal,1.0,1548.06
71.0,5.4,37.0,Female,Very Active,Overweight,71.0,26.2084238541286,Overweight,Heavy,4.0,2402.41
68.0,5.4,31.0,Female,Lightly Active,Overweight,68.0,25.101025663109084,Overweight,Heavy,2.0,1914.96
73.0,5.5,26.0,Female,Sedentary,Overweight,73.0,25.97571769982842,Overweight,Heavy,1.0,1784.1
96.0,5.8,31.0,Male,Sedentary,Obese,96.0,30.717461355652,Obese,Very_Heavy,1.0,2297.88
109.0,5.6,47.0,Female,Moderately Active,Obese,109.0,37.41282638460969,Obese,Extreme,3.0,2729.24
75.0,5.1,25.0,Female,Lightly Active,Obese,75.0,31.03780396975122,Obese,Heavy,2.0,1973.88
85.0,5.2,45.0,Female,Sedentary,Obese,85.0,33.83625685726058,Obese,Very_Heavy,1.0,1745.52
70.0,5.4,50.5,Female,Moderately Active,Overweight,70.0,25.83929112378876,Overweight,Heavy,3.0,2038.56
90.0,5.9,40.0,Male,Sedentary,Overweight,90.0,27.82970231266518,Overweight,Very_Heavy,1.0,2194.74
90.0,5.6,35.0,Female,Lightly Active,Obese,90.0,30.891324537751117,Obese,Very_Heavy,2.0,2242.35
63.5,5.4,25.0,Female,Sedentary,Normal,63.5,23.439928376579807,Normal,Normal,1.0,1653.24
63.0,5.1,44.0,Female,Lightly Active,Overweight,63.0,26.071755334591025,Overweight,Normal,2.0,1678.26
77.0,5.6,39.0,Female,Lightly Active,Overweight,77.0,26.429244326742623,Overweight,Heavy,2.0,2036.1
92.0,5.11,33.0,Male,Lightly Active,Obese,92.0,37.92417148897615,Obese,Very_Heavy,2.0,2383.5
99.0,5.7,32.0,Female,Sedentary,Obese,99.0,32.79861899828446,Obese,Very_Heavy,1.0,2105.82
64.0,5.2,29.0,Female,Moderately Active,Overweight,64.0,25.476711045466793,Overweight,Normal,3.0,2053.13
68.0,5.1,26.0,Female,Moderately Active,Overweight,68.0,28.140942265907775,Overweight,Heavy,3.0,2108.85
81.0,5.5,26.0,Female,Sedentary,Overweight,81.0,28.82237169433016,Overweight,Very_Heavy,1.0,1880.1
80.0,5.4,47.0,Female,Moderately Active,Overweight,80.0,29.530618427187157,Overweight,Heavy,3.0,2220.68
73.0,5.2,30.0,Female,Lightly Active,Overweight,73.0,29.059373536235558,Overweight,Heavy,2.0,1938.2
71.5,4.9,27.0,Female,Lightly Active,Obese,71.5,32.05412723010183,Obese,Heavy,2.0,1859.62
70.0,5.2,36.0,Female,Sedentary,Overweight,70.0,27.865152705979305,Overweight,Heavy,1.0,1619.52
98.7,5.6,33.0,Female,Very Active,Obese,98.7,33.87748590973373,Obese,Very_Heavy,4.0,2980.46
81.0,5.7,29.0,Female,Lightly Active,Overweight,81.0,26.835233725869106,Overweight,Very_Heavy,2.0,2186.04
70.0,5.2,25.0,Female,Sedentary,Overweight,70.0,27.865152705979305,Overweight,Heavy,1.0,1685.52
98.0,5.5,29.0,Female,Moderately Active,Obese,98.0,34.87151143264637,Obese,Very_Heavy,3.0,2668.71
83.0,4.75,31.0,Female,Sedentary,Obese,83.0,39.596878208837985,Obese,Very_Heavy,1.0,1702.65
69.2,5.08,44.0,Female,Lightly Active,Overweight,69.2,28.863483509374134,Overweight,Heavy,2.0,1758.27
94.0,5.3,32.0,Female,Sedentary,Obese,94.0,36.020205737654464,Obese,Very_Heavy,1.0,1954.38
109.0,5.3,23.0,Female,Sedentary,Obese,109.0,41.76811090855678,Obese,Extreme,1.0,2188.38
85.0,5.2,34.0,Female,Moderately Active,Obese,85.0,33.83625685726058,Obese,Very_Heavy,3.0,2339.88
99.7,5.3,36.0,Female,Sedentary,Obese,99.7,38.204409702597346,Obese,Very_Heavy,1.0,1998.78
59.0,5.2,32.0,Female,Lightly Active,Normal,59.0,23.4863429950397,Normal,Normal,2.0,1731.95
58.25,5.7,29.0,Female,Lightly Active,Normal,58.25,19.2981773398997,Normal,Normal,2.0,1873.23
85.0,5.4,39.0,Female,Lightly Active,Obese,85.0,31.376282078886355,Obese,Very_Heavy,2.0,2093.71
63.0,5.0,33.0,Female,Moderately Active,Overweight,63.0,27.125054250108498,Overweight,Normal,3.0,1947.58
66.6,5.4,37.0,Female,Lightly Active,Normal,66.6,24.584239840633305,Normal,Heavy,2.0,1854.46
65.0,5.0,26.0,Female,Sedentary,Overweight,65.0,27.986167083445277,Overweight,Normal,1.0,1573.8
64.1,5.4,37.0,Female,Lightly Active,Normal,64.1,23.661408014783706,Normal,Normal,2.0,1820.09
81.0,5.3,38.0,Female,Sedentary,Obese,81.0,31.038687922872466,Obese,Very_Heavy,1.0,1762.38
95.0,5.4,50.5,Female,Lightly Active,Obese,95.0,35.06760938228475,Obese,Very_Heavy,2.0,2152.15
60.0,5.1,34.0,Female,Moderately Active,Normal,60.0,24.830243175800977,Normal,Normal,3.0,1922.85
81.5,5.5,31.0,Female,Sedentary,Overweight,81.5,29.000287568986522,Overweight,Very_Heavy,1.0,1856.1
78.0,5.47,43.0,Female,Lightly Active,Overweight,78.0,28.06015235181289,Overweight,Heavy,2.0,1988.3
68.0,5.1,25.0,Female,Lightly Active,Overweight,68.0,28.140942265907775,Overweight,Heavy,2.0,1877.63
54.0,5.0,27.0,Female,Sedentary,Normal,54.0,23.250046500093,Normal,Normal,1.0,1435.8
70.0,5.3,37.0,Female,Lightly Active,Overweight,70.0,26.823557464210772,Overweight,Heavy,2.0,1875.02
77.0,5.3,36.0,Female,Lightly Active,Overweight,77.0,29.50591321063185,Overweight,Heavy,2.0,1978.14
84.0,5.5,26.0,Female,Lightly Active,Overweight,84.0,29.889866942268316,Overweight,Very_Heavy,2.0,2195.53
69.5,5.3,33.0,Female,Sedentary,Overweight,69.5,26.631960625180696,Overweight,Heavy,1.0,1654.38
118.5,5.5,38.0,Female,Lightly Active,Obese,118.21875,42.16606229355709,Obese,Extreme,2.0,2583.54
88.0,5.4,40.0,Female,Sedentary,Obese,88.0,32.483680269905875,Obese,Very_Heavy,1.0,1857.24
65.0,5.3,24.0,Female,Lightly Active,Normal,65.0,24.907589073910003,Normal,Normal,2.0,1895.64
93.5,5.0,40.0,Female,Sedentary,Obese,93.5,40.257024958494355,Obese,Very_Heavy,1.0,1831.8
55.88,5.1,33.0,Female,Lightly Active,Normal,55.88,23.125233144395978,Normal,Normal,2.0,1655.98
94.5,5.4,38.0,Female,Sedentary,Obese,94.5,34.88304301711483,Obese,Very_Heavy,1.0,1947.24
87.0,5.5,31.0,Female,Lightly Active,Obese,87.0,30.95736219020647,Obese,Very_Heavy,2.0,2202.41
72.45,5.6,32.0,Female,Sedentary,Normal,72.45,24.86751625288965,Normal,Heavy,1.0,1764.36
77.0,5.3,28.0,Female,Moderately Active,Overweight,77.0,29.50591321063185,Overweight,Heavy,3.0,2291.91
54.75,5.2,25.0,Female,Lightly Active,Normal,54.75,21.79453015217667,Normal,Normal,2.0,1721.64
81.0,5.4,37.0,Female,Lightly Active,Overweight,81.0,29.899751157526996,Overweight,Very_Heavy,2.0,2052.46
98.0,5.3,29.0,Female,Lightly Active,Obese,98.0,37.55298044989508,Obese,Very_Heavy,2.0,2315.02
97.4,5.6,35.0,Female,Lightly Active,Obese,97.4,33.43127788863288,Obese,Very_Heavy,2.0,2344.1
87.0,5.2,40.0,Female,Moderately Active,Obese,87.0,34.63240407743142,Obese,Very_Heavy,3.0,2324.38
60.0,5.2,27.0,Female,Lightly Active,Normal,60.0,23.884416605125118,Normal,Normal,2.0,1780.07
82.0,5.6,39.0,Female,Sedentary,Overweight,82.0,28.14542902328435,Overweight,Very_Heavy,1.0,1836.96
88.0,5.3,45.0,Female,Moderately Active,Obese,88.0,33.72104366929354,Obese,Very_Heavy,3.0,2330.66
80.0,5.1,34.0,Female,Lightly Active,Obese,80.0,33.10699090106797,Obese,Heavy,2.0,1980.76
70.0,5.4,31.0,Female,Moderately Active,Overweight,70.0,25.83929112378876,Overweight,Heavy,3.0,2189.68
96.0,5.5,42.0,Female,Moderately Active,Obese,96.0,34.15984793402094,Obese,Very_Heavy,3.0,2536.96
71.0,5.2,24.0,Female,Sedentary,Overweight,71.0,28.26322631606472,Overweight,Heavy,1.0,1703.52
83.5,5.4,30.0,Female,Lightly Active,Obese,83.5,30.822582983376595,Obese,Very_Heavy,2.0,2134.96
74.0,5.4,27.0,Female,Moderately Active,Overweight,74.0,27.31582204514812,Overweight,Heavy,3.0,2282.68
72.0,5.0,39.0,Female,Moderately Active,Obese,72.0,31.000062000123997,Obese,Heavy,3.0,2040.58
75.0,5.0,30.0,Female,Lightly Active,Obese,75.0,32.29173125012917,Obese,Heavy,2.0,1913.31
80.0,5.4,36.0,Female,Sedentary,Overweight,80.0,29.530618427187157,Overweight,Heavy,1.0,1785.24
82.5,5.2,26.0,Female,Lightly Active,Obese,82.5,32.84107283204704,Obese,Very_Heavy,2.0,2096.32
74.0,5.2,32.0,Female,Moderately Active,Overweight,74.0,29.457447146320977,Overweight,Heavy,3.0,2184.88
81.0,5.1,32.0,Female,Lightly Active,Obese,81.0,33.52082828733132,Obese,Very_Heavy,2.0,2008.26
86.0,5.7,18.0,Female,Moderately Active,Overweight,86.0,28.491729634873373,Overweight,Very_Heavy,3.0,2627.02
67.5,5.2,40.0,Female,Moderately Active,Overweight,67.5,26.86996868076576,Overweight,Heavy,3.0,2022.13
86.0,5.3,33.0,Female,Very Active,Obese,86.0,32.95465631317324,Obese,Very_Heavy,4.0,2662.8
76.1,5.0,31.0,Female,Moderately Active,Obese,76.1,32.76534330846439,Obese,Heavy,3.0,2166.12
91.0,5.4,32.0,Female,Sedentary,Obese,91.0,33.59107846092539,Obese,Very_Heavy,1.0,1941.24
80.0,5.3,31.0,Female,Sedentary,Obese,80.0,30.655494244812314,Obese,Heavy,1.0,1792.38
69.0,5.3,37.0,Female,Sedentary,Overweight,69.0,26.44036378615062,Overweight,Heavy,1.0,1624.38
86.0,5.4,47.0,Female,Sedentary,Obese,86.0,31.745414809226194,Obese,Very_Heavy,1.0,1791.24
78.5,5.6,35.0,Female,Lightly Active,Overweight,78.5,26.94409973570514,Overweight,Heavy,2.0,2084.22
82.0,4.9,26.0,Female,Sedentary,Obese,82.0,36.76137668347342,Obese,Very_Heavy,1.0,1754.94
95.0,5.6,36.0,Female,Sedentary,Obese,95.0,32.60750923429284,Obese,Very_Heavy,1.0,2010.96
75.0,5.1,29.0,Female,Lightly Active,Obese,75.0,31.03780396975122,Obese,Heavy,2.0,1946.38
107.0,5.1,33.0,Female,Lightly Active,Obese,107.0,43.56732230973144,Obese,Extreme,2.0,2358.88
63.0,5.6,39.0,Female,Moderately Active,Normal,63.0,21.62392717642578,Normal,Normal,3.0,2078.24
82.0,5.6,31.0,Female,Sedentary,Overweight,82.0,28.14542902328435,Overweight,Very_Heavy,1.0,1884.96
88.0,5.4,34.0,Female,Sedentary,Obese,88.0,32.483680269905875,Obese,Very_Heavy,1.0,1893.24
82.8,5.5,26.0,Female,Lightly Active,Overweight,82.8,29.462868843093055,Overweight,Very_Heavy,2.0,2179.03
75.0,5.3,27.0,Female,Moderately Active,Overweight,75.0,28.73952585451154,Overweight,Heavy,3.0,2268.66
83.0,5.6,26.0,Female,Sedentary,Overweight,83.0,28.488665962592695,Overweight,Very_Heavy,1.0,1926.96
75.0,5.3,28.0,Female,Lightly Active,Overweight,75.0,28.73952585451154,Overweight,Heavy,2.0,2005.64
70.8,5.4,29.0,Female,Sedentary,Overweight,70.8,26.134597308060634,Overweight,Heavy,1.0,1716.84
104.2,5.7,33.0,Female,Sedentary,Obese,104.2,34.5213747436489,Obese,Extreme,1.0,2162.22
69.0,5.3,37.0,Female,Sedentary,Overweight,69.0,26.44036378615062,Overweight,Heavy,1.0,1624.38
42.5,5.5,31.0,Female,Sedentary,Underweight,42.668749999999996,16.777298556898373,Underweight,Light,1.0,1390.12
70.0,5.5,30.0,Female,Sedentary,Normal,70.0,24.908222451890264,Normal,Heavy,1.0,1724.1
57.0,5.0,43.0,Female,Moderately Active,Normal,57.0,24.541715750098163,Normal,Normal,3.0,1777.08
80.0,5.2,32.0,Female,Sedentary,Obese,80.0,31.84588880683349,Obese,Heavy,1.0,1763.52
61.8,5.2,34.0,Female,Moderately Active,Normal,61.8,24.600949103278868,Normal,Normal,3.0,1980.28
110.0,5.8,47.0,Female,Sedentary,Obese,110.0,35.197091136684584,Obese,Extreme,1.0,2170.68
118.5,5.4,28.0,Female,Lightly Active,Obese,118.21875,43.56732230973144,Obese,Extreme,2.0,2626.1
75.0,5.7,24.0,Female,Sedentary,Normal,75.0,24.847438635063988,Normal,Heavy,1.0,1865.82
69.0,5.0,31.0,Female,Lightly Active,Overweight,69.0,29.708392750118833,Overweight,Heavy,2.0,1823.94
94.0,5.6,28.0,Female,Sedentary,Obese,94.0,32.2642722949845,Obese,Very_Heavy,1.0,2046.96
88.0,5.1,35.0,Female,Moderately Active,Obese,88.0,36.41768999117477,Obese,Very_Heavy,3.0,2349.1
63.0,5.3,25.0,Female,Lightly Active,Normal,63.0,24.141201717789695,Normal,Normal,2.0,1861.27
89.0,5.2,40.0,Female,Very Active,Obese,89.0,35.428551297602255,Obese,Very_Heavy,4.0,2621.31
64.0,5.3,32.0,Female,Sedentary,Normal,64.0,24.52439539584985,Normal,Normal,1.0,1594.38
77.0,5.2,31.0,Female,Lightly Active,Obese,77.0,30.651667976577233,Obese,Heavy,2.0,1986.32
60.0,5.2,31.0,Female,Sedentary,Normal,60.0,23.884416605125118,Normal,Normal,1.0,1529.52
67.0,5.6,35.0,Female,Moderately Active,Normal,67.0,22.996874933659164,Normal,Heavy,3.0,2171.24
78.2,5.1,27.0,Female,Sedentary,Obese,78.2,32.36208360579394,Obese,Heavy,1.0,1749.06
79.1,5.5,32.0,Female,Sedentary,Overweight,79.1,28.146291370635996,Overweight,Heavy,1.0,1821.3
89.0,5.4,30.0,Female,Moderately Active,Obese,89.0,32.85281300024571,Obese,Very_Heavy,3.0,2491.93
84.55,5.4,30.0,Male,Lightly Active,Obese,84.55,31.210172350233425,Obese,Very_Heavy,2.0,2377.65
79.2,5.2,24.0,Female,Moderately Active,Obese,79.2,31.527429918765158,Obese,Heavy,3.0,2327.48
65.7,5.0,27.0,Female,Lightly Active,Overweight,65.7,28.28755657511315,Overweight,Heavy,2.0,1806.06
58.0,5.4,30.0,Female,Lightly Active,Normal,58.0,21.40969835971069,Normal,Normal,2.0,1784.34
71.0,5.4,31.0,Female,Lightly Active,Overweight,71.0,26.2084238541286,Overweight,Heavy,2.0,1956.21
95.0,5.9,29.0,Female,Lightly Active,Overweight,95.0,29.375796885591022,Overweight,Very_Heavy,2.0,2430.93
66.0,5.4,28.0,Female,Moderately Active,Normal,66.0,24.362760202429406,Normal,Heavy,3.0,2150.93
68.0,5.0,25.0,Female,Sedentary,Overweight,68.0,29.27783633345044,Overweight,Heavy,1.0,1615.8
72.0,5.9,38.0,Female,Moderately Active,Normal,72.0,22.263761850132145,Normal,Heavy,3.0,2314.07
85.0,5.2,39.0,Female,Sedentary,Obese,85.0,33.83625685726058,Obese,Very_Heavy,1.0,1781.52
107.0,5.1,39.0,Female,Sedentary,Obese,107.0,43.56732230973144,Obese,Extreme,1.0,2022.66
76.0,5.3,28.0,Female,Sedentary,Overweight,76.0,29.122719532571697,Overweight,Heavy,1.0,1762.38
88.0,5.4,47.0,Female,Moderately Active,Obese,88.0,32.483680269905875,Obese,Very_Heavy,3.0,2344.68
72.0,5.6,43.0,Female,Sedentary,Normal,72.0,24.713059630200892,Normal,Heavy,1.0,1692.96
72.0,5.2,38.0,Female,Sedentary,Overweight,72.0,28.66129992615014,Overweight,Heavy,1.0,1631.52
91.6,5.7,32.0,Female,Lightly Active,Obese,91.6,30.34700505295815,Obese,Very_Heavy,2.0,2311.17
79.0,5.7,26.0,Female,Sedentary,Overweight,79.0,26.1726353622674,Overweight,Heavy,1.0,1901.82
69.3,5.1,35.0,Female,Moderately Active,Overweight,69.3,28.678930868050127,Overweight,Heavy,3.0,2059.25
78.0,5.2,30.0,Female,Moderately Active,Obese,78.0,31.049741586662652,Obese,Heavy,3.0,2262.38
63.6,5.4,27.0,Female,Lightly Active,Normal,63.6,23.47684164961379,Normal,Normal,2.0,1881.96
85.0,5.3,46.0,Female,Moderately Active,Obese,85.0,32.57146263511308,Obese,Very_Heavy,3.0,2276.41
84.0,5.1,34.0,Female,Sedentary,Obese,84.0,34.76234044612137,Obese,Very_Heavy,1.0,1776.66
66.95,5.2,24.0,Female,Sedentary,Overweight,66.95,26.651028195218778,Overweight,Heavy,1.0,1654.92
75.0,5.0,37.0,Female,Sedentary,Obese,75.0,32.29173125012917,Obese,Heavy,1.0,1627.8
97.0,5.3,32.0,Female,Sedentary,Obese,97.0,37.16978677183493,Obese,Very_Heavy,1.0,1990.38
74.0,5.3,28.0,Female,Sedentary,Overweight,74.0,28.35633217645139,Overweight,Heavy,1.0,1738.38
74.0,5.1,31.0,Female,Very Active,Obese,74.0,30.62396658348787,Obese,Heavy,4.0,2407.32
97.0,5.7,30.0,Female,Lightly Active,Obese,97.0,32.13602063468276,Obese,Very_Heavy,2.0,2399.17
100.0,5.4,26.0,Female,Lightly Active,Obese,100.0,36.91327303398395,Obese,Very_Heavy,2.0,2389.34
68.0,5.2,32.0,Female,Moderately Active,Overweight,68.0,27.069005485808468,Overweight,Heavy,3.0,2091.88
63.0,5.1,29.0,Female,Sedentary,Overweight,63.0,26.071755334591025,Overweight,Normal,1.0,1554.66
93.0,5.3,34.0,Female,Moderately Active,Obese,93.0,35.63701205959431,Obese,Very_Heavy,3.0,2493.41
87.0,5.5,39.0,Female,Lightly Active,Obese,87.0,30.95736219020647,Obese,Very_Heavy,2.0,2147.41
83.0,5.5,39.0,Female,Moderately Active,Overweight,83.0,29.5340351929556,Overweight,Very_Heavy,3.0,2358.71
78.0,5.8,33.0,Female,Lightly Active,Normal,78.0,24.957937351467248,Normal,Heavy,2.0,2143.49
74.6,5.3,26.0,Female,Lightly Active,Overweight,74.6,28.58624838328748,Overweight,Heavy,2.0,2013.89
80.6,5.3,24.0,Female,Sedentary,Obese,80.6,30.8854104516484,Obese,Very_Heavy,1.0,1841.58
85.0,5.3,21.0,Female,Moderately Active,Obese,85.0,32.57146263511308,Obese,Very_Heavy,3.0,2470.16
71.0,5.11,27.0,Female,Lightly Active,Overweight,71.0,29.267567127362028,Overweight,Heavy,2.0,1907.75
94.0,5.5,26.0,Female,Moderately Active,Obese,94.0,33.4481844353955,Obese,Very_Heavy,3.0,2629.96
60.0,5.3,27.0,Female,Lightly Active,Normal,60.0,22.991620683609234,Normal,Normal,2.0,1806.27
102.0,5.2,42.0,Female,Lightly Active,Obese,102.0,40.6035082287127,Obese,Extreme,2.0,2254.45
105.9,5.4,43.0,Female,Moderately Active,Obese,105.9,39.091156142989,Obese,Extreme,3.0,2653.13
60.0,5.1,29.0,Female,Sedentary,Normal,60.0,24.830243175800977,Normal,Normal,1.0,1518.66
94.0,5.7,32.0,Female,Lightly Active,Obese,94.0,31.142123089280197,Obese,Very_Heavy,2.0,2344.17
76.0,5.3,29.0,Female,Lightly Active,Overweight,76.0,29.122719532571697,Overweight,Heavy,2.0,2012.52
88.3,5.4,30.0,Female,Lightly Active,Obese,88.3,32.594420089007826,Obese,Very_Heavy,2.0,2200.96
68.5,5.3,23.0,Female,Lightly Active,Overweight,68.5,26.248766947120544,Overweight,Heavy,2.0,1950.64
98.0,5.5,34.0,Female,Moderately Active,Obese,98.0,34.87151143264637,Obese,Very_Heavy,3.0,2629.96
86.0,5.3,26.0,Female,Sedentary,Obese,86.0,32.95465631317324,Obese,Very_Heavy,1.0,1894.38
94.0,5.3,35.0,Female,Lightly Active,Obese,94.0,36.020205737654464,Obese,Very_Heavy,2.0,2218.77
84.5,5.6,28.0,Female,Lightly Active,Overweight,84.5,29.003521371555216,Overweight,Very_Heavy,2.0,2214.85
66.7,5.6,26.0,Female,Lightly Active,Normal,66.7,22.89390385186666,Normal,Heavy,2.0,1983.85
93.0,5.2,34.0,Female,Lightly Active,Obese,93.0,37.02084573794393,Obese,Very_Heavy,2.0,2185.7
71.5,5.1,27.0,Female,Lightly Active,Overweight,71.5,29.5893731178295,Overweight,Heavy,2.0,1912.01
67.0,5.2,40.0,Female,Moderately Active,Overweight,67.0,26.67093187572305,Overweight,Heavy,3.0,2014.38
103.0,5.4,29.0,Female,Sedentary,Obese,103.0,38.02067122500347,Obese,Extreme,1.0,2103.24
97.2,5.6,38.0,Female,Moderately Active,Obese,97.2,33.3626305007712,Obese,Very_Heavy,3.0,2616.09
66.0,5.4,24.0,Female,Moderately Active,Normal,66.0,24.362760202429406,Normal,Heavy,3.0,2181.93
56.0,4.75,27.0,Female,Moderately Active,Obese,56.0,26.715966020420808,Overweight,Normal,3.0,1811.76
66.8,5.1,27.0,Female,Moderately Active,Overweight,66.8,27.644337402391752,Overweight,Heavy,3.0,2082.5
68.0,5.4,28.0,Female,Lightly Active,Overweight,68.0,25.101025663109084,Overweight,Heavy,2.0,1935.59
100.0,5.8,43.0,Male,Sedentary,Obese,100.0,31.997355578804164,Obese,Very_Heavy,1.0,2273.88
95.0,5.8,37.0,Male,Moderately Active,Obese,95.0,30.397487799863956,Obese,Very_Heavy,3.0,2906.09
75.0,5.4,50.5,Female,Lightly Active,Overweight,75.0,27.68495477548796,Overweight,Heavy,2.0,1877.15
63.5,5.1,35.0,Female,Sedentary,Overweight,63.5,26.2786740277227,Overweight,Normal,1.0,1524.66
96.0,5.2,24.0,Female,Sedentary,Obese,96.0,38.215066568200186,Obese,Very_Heavy,1.0,2003.52
62.5,5.3,30.0,Female,Sedentary,Normal,62.5,23.94960487875962,Normal,Normal,1.0,1588.38
59.0,5.2,26.0,Female,Sedentary,Normal,59.0,23.4863429950397,Normal,Normal,1.0,1547.52
86.0,5.6,32.0,Female,Sedentary,Overweight,86.0,29.518376780517734,Overweight,Very_Heavy,1.0,1926.96
75.0,5.4,24.0,Female,Sedentary,Overweight,75.0,27.68495477548796,Overweight,Heavy,1.0,1797.24
68.0,5.1,25.0,Female,Very Active,Overweight,68.0,28.140942265907775,Overweight,Heavy,4.0,2355.57
83.0,5.2,35.0,Female,Lightly Active,Obese,83.0,33.04010963708975,Obese,Very_Heavy,2.0,2041.32
86.0,5.3,34.0,Female,Moderately Active,Obese,86.0,32.95465631317324,Obese,Very_Heavy,3.0,2384.91
82.0,5.3,36.0,Female,Sedentary,Obese,82.0,31.42188160093262,Obese,Very_Heavy,1.0,1786.38
71.5,5.4,39.0,Female,Very Active,Overweight,71.5,26.39299021929852,Overweight,Heavy,4.0,2393.78
88.0,5.5,37.0,Female,Sedentary,Obese,88.0,31.31319393951919,Obese,Very_Heavy,1.0,1898.1
83.0,5.5,33.0,Female,Moderately Active,Overweight,83.0,29.5340351929556,Overweight,Very_Heavy,3.0,2405.21
74.0,5.7,30.0,Female,Moderately Active,Normal,74.0,24.516139453263133,Normal,Heavy,3.0,2348.02
102.0,5.3,29.0,Female,Sedentary,Obese,102.0,39.0857551621357,Obese,Extreme,1.0,2068.38
118.5,5.6,23.0,Female,Moderately Active,Obese,118.21875,40.67357730803897,Obese,Extreme,3.0,3058.13
65.0,5.0,37.0,Female,Sedentary,Overweight,65.0,27.986167083445277,Overweight,Normal,1.0,1507.8
63.7,5.1,31.0,Female,Moderately Active,Overweight,63.7,26.36144150497537,Overweight,Normal,3.0,2003.45
79.0,5.7,34.0,Female,Sedentary,Overweight,79.0,26.1726353622674,Overweight,Heavy,1.0,1853.82
118.5,5.7,27.0,Female,Moderately Active,Obese,118.21875,39.2589530434011,Obese,Extreme,3.0,3056.66
93.0,5.4,39.0,Female,Lightly Active,Obese,93.0,34.32934392160507,Obese,Very_Heavy,2.0,2203.71
108.0,5.4,31.0,Female,Sedentary,Obese,108.0,39.86633487670266,Obese,Extreme,1.0,2151.24
69.0,5.4,38.0,Female,Sedentary,Overweight,69.0,25.470158393448923,Overweight,Heavy,1.0,1641.24
85.0,5.2,26.0,Female,Very Active,Obese,85.0,33.83625685726058,Obese,Very_Heavy,4.0,2673.06
88.0,5.5,34.0,Female,Moderately Active,Obese,88.0,31.31319393951919,Obese,Very_Heavy,3.0,2474.96
55.5,5.4,41.0,Female,Moderately Active,Normal,55.5,20.48686653386109,Normal,Normal,3.0,1887.44
70.0,5.0,36.0,Female,Moderately Active,Obese,70.0,30.13894916678722,Obese,Heavy,3.0,2032.83
97.0,5.2,39.0,Female,Very Active,Obese,97.0,38.613140178285605,Obese,Very_Heavy,4.0,2767.93
66.0,5.6,42.0,Female,Sedentary,Normal,66.0,22.65363799435082,Normal,Heavy,1.0,1626.96
73.0,5.4,32.0,Female,Lightly Active,Overweight,73.0,26.946689314808282,Overweight,Heavy,2.0,1976.84
62.2,4.8,33.0,Female,Lightly Active,Overweight,62.2,29.058820656221556,Overweight,Normal,2.0,1664.3
92.0,5.6,38.0,Female,Lightly Active,Obese,92.0,31.57779841636781,Obese,Very_Heavy,2.0,2249.22
74.0,5.4,39.0,Female,Lightly Active,Overweight,74.0,27.31582204514812,Overweight,Heavy,2.0,1942.46
80.0,5.3,40.0,Female,Moderately Active,Obese,80.0,30.655494244812314,Obese,Heavy,3.0,2245.41
78.0,5.2,40.0,Female,Moderately Active,Obese,78.0,31.049741586662652,Obese,Heavy,3.0,2184.88
55.0,5.5,34.0,Female,Lightly Active,Normal,55.0,19.570746212199495,Normal,Normal,2.0,1741.78
81.0,5.4,29.0,Female,Moderately Active,Overweight,81.0,29.899751157526996,Overweight,Very_Heavy,3.0,2375.68
68.0,5.4,38.0,Female,Sedentary,Overweight,68.0,25.101025663109084,Overweight,Heavy,1.0,1629.24
63.5,5.4,25.0,Female,Lightly Active,Normal,63.5,23.439928376579807,Normal,Normal,2.0,1894.34
76.0,5.7,30.0,Female,Sedentary,Overweight,76.0,25.178737816864842,Overweight,Heavy,1.0,1841.82
72.0,5.4,33.0,Female,Lightly Active,Overweight,72.0,26.577556584468443,Overweight,Heavy,2.0,1956.21
79.0,5.3,38.0,Female,Sedentary,Obese,79.0,30.272300566752158,Obese,Heavy,1.0,1738.38
74.0,5.4,32.0,Female,Sedentary,Overweight,74.0,27.31582204514812,Overweight,Heavy,1.0,1737.24
96.0,5.5,27.0,Male,Sedentary,Obese,96.0,34.15984793402094,Obese,Very_Heavy,1.0,2253.3
64.0,5.3,36.0,Female,Lightly Active,Normal,64.0,24.52439539584985,Normal,Normal,2.0,1799.39
72.0,5.1,30.0,Female,Sedentary,Overweight,72.0,29.796291810961172,Overweight,Heavy,1.0,1656.66
88.0,5.3,31.0,Female,Lightly Active,Obese,88.0,33.72104366929354,Obese,Very_Heavy,2.0,2163.77
80.0,5.1,32.0,Female,Lightly Active,Obese,80.0,33.10699090106797,Obese,Heavy,2.0,1994.51
88.2,5.3,33.0,Female,Sedentary,Obese,88.2,33.79768240490557,Obese,Very_Heavy,1.0,1878.78
83.0,5.3,50.5,Female,Sedentary,Obese,83.0,31.805075278992774,Obese,Very_Heavy,1.0,1711.38
75.0,5.7,30.0,Female,Sedentary,Normal,75.0,24.847438635063988,Normal,Heavy,1.0,1829.82
96.0,5.0,50.5,Female,Sedentary,Obese,96.0,41.33341600016533,Obese,Very_Heavy,1.0,1798.8
